Unique_ID,Mothur_ID,Site,week,StoretID,date,month,year,cyano_chla,green_chla,brown_chla,PE_chla,tot_chla,Fit_error,led440,led480,led540,led590,led625,est440,est480,est540,est590,est625,check440,check480,check540,check590,check625,diff440,diff480,diff540,diff590,diff625
2018_11_21350001,11_21350001,Beed’s Lake,11,21350001,07/31/18,July,2018,3.333333333,8,6.666666667,0.666666667,18.66666667,1.333333333,1328,782,460,924,498.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1289.257145,833.3317625,479.0162933,911.0231107,517.4389301,-38.74285501,51.33176253,19.01629327,-12.97688935,19.10559677
2018_11_21810002,11_21810002,Black Hawk,11,21810002,07/31/18,July,2018,30.66666667,30,24.66666667,0,85.33333333,0,945.3333333,575.3333333,361.6666667,1000.333333,657.6666667,Underestimate,Overestimate,Overestimate,Overestimate,Underestimate,935.4267023,586.7314433,367.1818126,1011.009539,641.7091025,-9.906631074,11.39810999,5.515145948,10.67620529,-15.95756419
2018_11_21940001,11_21940001,Brushy Creek,11,21940001,07/31/18,July,2018,12,18.33333333,43.66666667,34.66666667,108.6666667,0,1459,979.3333333,779,1321.666667,551,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,1473.900665,959.5915298,771.6843212,1326.658682,543.6510722,14.90066483,-19.74180355,-7.31567878,4.992015444,-7.348927783
2018_11_21170001,11_21170001,Clear Lake,11,21170001,07/31/18,July,2018,18,4,6,0,28,1,738,376.3333333,361.3333333,1513.333333,1020.333333,Underestimate,Overestimate,Overestimate,Overestimate,Underestimate,710.695316,409.8818832,375.728492,1525.486012,1002.078014,-27.304684,33.54854983,14.39515864,12.1526786,-18.25531943
2018_11_21810001,11_21810001,Denison,11,21810001,07/31/18,July,2018,41.66666667,23.33333333,31.66666667,0,96.66666667,1,1046.666667,575,423.6666667,1243.333333,785.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1012.991654,618.9219436,440.4578766,1237.692543,793.5419526,-33.67501291,43.92194356,16.79120993,-5.640790162,8.208619295
2018_11_21420001,11_21420001,Lower Pine Lake,11,21420001,07/31/18,July,2018,18.33333333,21.33333333,26.66666667,0.666666667,67,1.666666667,1167.666667,800.6666667,515.3333333,1056.666667,660,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,1202.768735,754.1585271,498.1022204,1068.425884,642.6868327,35.10206836,-46.50813954,-17.23111296,11.75921745,-17.31316729
2018_11_21170002,11_21170002,McIntosh Woods,11,21170002,07/31/18,July,2018,18,4,8.666666667,0,30.66666667,1,627.6666667,313.3333333,288,1053,676,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,599.1582795,350.5893152,302.1869722,1047.630069,683.8345281,-28.5083872,37.25598184,14.18697223,-5.369931433,7.834528089
2018_11_21130002,11_21130002,North Twin Lake East,11,21130002,07/31/18,July,2018,140,0,19.33333333,26,185.3333333,0,394.3333333,205.3333333,329.3333333,1410,946,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,405.1144844,209.2815011,294.7793171,1422.625861,932.0839415,10.78115107,3.948167815,-34.5540162,12.62586102,-13.91605852
2018_11_21130001,11,North Twin Lake West,11,21130001,07/31/18,July,2018,136,0,29.33333333,7.666666667,173,0.666666667,409.3333333,218.6666667,347.6666667,1412.333333,938,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,422.3043736,222.5554878,307.490067,1427.103283,921.6684691,12.97104028,3.888821175,-40.17659962,14.76994944,-16.33153094
2018_11_21500001,11_21500001,Rock Creek,11,21500001,07/31/18,July,2018,22.53333333,0,0,69.5,92.03333333,1,1195.666667,733,626.3333333,1383,932.3333333,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,1215.29198,710.2235233,609.7261041,1403.753535,902.7785969,19.62531328,-22.77647671,-16.60722923,20.75353508,-29.55473643
2018_12_21350001,12_21350001,Beed’s Lake,12,21350001,08/07/18,August,2018,6.666666667,7,15.33333333,6.333333333,35.33333333,1,1439.666667,852.6666667,657.3333333,1242,595.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1406.932527,896.0381452,673.3988676,1231.036154,611.4754261,-32.73413998,43.37147851,16.06553431,-10.96384625,16.14209281
2018_12_21810002,12_21810002,Black Hawk,12,21810002,08/07/18,August,2018,26.66666667,23,23.33333333,0,73,1,1254,706.6666667,469,1288.333333,832,Underestimate,Overestimate,Overestimate,Overestimate,Underestimate,1214.411943,756.6749236,489.3541309,1294.865933,822.0447756,-39.58805654,50.00825696,20.35413092,6.532600008,-9.95522441
2018_12_21940001,12_21940001,Brushy Creek,12,21940001,08/07/18,August,2018,6,3,16,6,31,1.5,1534.5,872,716.5,1249.5,585.5,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1487.582795,934.1631366,739.5260758,1233.785522,608.6359391,-46.91720457,62.16313655,23.02607581,-15.71447804,23.13593909
2018_12_21170001,12_21170001,Clear Lake,12,21170001,08/07/18,August,2018,20,4.333333333,8,0,32.33333333,0,597.6666667,316.3333333,291.6666667,1124.666667,736,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,581.1157035,337.6161955,300.0339382,1124.359598,736.3620135,-16.55096314,21.28286215,8.367271579,-0.307068713,0.362013481
2018_12_21810001,12_21810001,Denison,12,21810001,08/07/18,August,2018,4,0,34.66666667,0,38.66666667,1,1597.666667,918,680.6666667,1567.333333,869.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1554.83853,974.7455665,701.6869251,1552.988644,890.4526109,-42.82813713,56.74556647,21.02025843,-14.34468924,21.11927759
2018_12_21420001,12_21420001,Lower Pine Lake,12,21420001,08/07/18,August,2018,32.66666667,26.33333333,33.33333333,12.66666667,105,2,699,509.3333333,338.6666667,617.6666667,391.6666667,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,737.2859117,458.607661,319.8733713,630.4918954,372.784325,38.28591174,-50.72567236,-18.79329536,12.82522878,-18.88234165
2018_12_21170002,12_21170002,McIntosh Woods,12,21170002,08/07/18,August,2018,34.33333333,0.666666667,10.33333333,1.666666667,47,0,477.6666667,232,293.3333333,1250.666667,799,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,462.3930884,252.2371501,300.8290238,1245.551364,806.5302672,-15.27357832,20.23715009,7.495690509,-5.11530304,7.530267243
2018_12_21130002,12_21130002,North Twin Lake East,12,21130002,08/07/18,August,2018,122.6666667,0,27.66666667,2,152.3333333,1.333333333,350.6666667,187.3333333,320.3333333,1237.333333,841.6666667,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,368.3652714,192.1817891,266.2328099,1257.251662,819.5939101,17.69860475,4.848455788,-54.10052348,19.91832899,-22.07275661
2018_12_21130001,12,North Twin Lake West,12,21130001,08/07/18,August,2018,104,0,26.66666667,3.333333333,134,1,338.6666667,178.6666667,279.3333333,1071,717.6666667,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,348.5398693,185.3582271,242.7552616,1084.082541,703.4730594,9.87320268,6.6915604,-36.57807174,13.08254092,-14.19360725
2018_12_21500001,12_21500001,Rock Creek,12,21500001,08/07/18,August,2018,69,7.666666667,51.33333333,0,128,0,922.6666667,570,454.6666667,1286.333333,886,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,933.3533883,553.1931067,450.4207444,1311.370347,848.7727857,10.68672167,-16.80689328,-4.245922303,25.0370137,-37.22721432
2018_13_21350001,13_21350001,Beed’s Lake,13,21350001,08/14/18,August,2018,9,3.666666667,27.33333333,19.66666667,59.66666667,0,1184.333333,778.3333333,669.3333333,1130.333333,477,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,1193.899386,765.6590406,664.6354681,1133.538496,472.2814783,9.566053014,-12.67429269,-4.697865216,3.205163063,-4.71852169
2018_13_21810002,13_21810002,Black Hawk,13,21810002,08/14/18,August,2018,45.33333333,23.33333333,41.66666667,4,114.3333333,0,1286,758.6666667,569.3333333,1473.666667,898,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1270.4482,779.2728932,576.9652791,1468.459049,905.6675949,-15.55180023,20.60622657,7.631945734,-5.207618069,7.66759493
2018_13_21940001,13_21940001,Brushy Creek,13,21940001,08/14/18,August,2018,8.666666667,0,6.666666667,1.666666667,17,4.333333333,926.6666667,434.3333333,424.6666667,1315.333333,726.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,859.4942437,523.3326531,457.6360972,1292.833657,759.4588373,-67.17242299,88.99931978,32.96943058,-22.49967658,33.12550396
2018_13_21170001,13_21170001,Clear Lake,13,21170001,08/14/18,August,2018,33,2.666666667,11.33333333,0.666666667,47.66666667,0,534.6666667,265,296.6666667,1221.333333,779.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,515.9577747,289.7883563,305.8484261,1215.0671,788.5577971,-18.70889196,24.78835631,9.18175946,-6.266233064,9.224463815
2018_13_21810001,13_21810001,Denison,13,21810001,08/14/18,August,2018,46.33333333,27.33333333,43.33333333,5,122,0,1058,625,460,1191.333333,721.6666667,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1043.893645,643.6906593,466.9227929,1186.608916,728.6213986,-14.10635499,18.69065933,6.922792945,-4.72441736,6.954731979
2018_13_21420001,13_21420001,Lower Pine Lake,13,21420001,08/14/18,August,2018,20.66666667,1.333333333,13.33333333,6.666666667,42,1,610.6666667,319.3333333,332,1000,549.6666667,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,584.262935,354.3171861,344.9590281,991.1561353,562.6868476,-26.40373169,34.98385279,12.95902813,-8.843864741,13.02018089
2018_13_21170002,13_21170002,McIntosh Woods,13,21170002,08/14/18,August,2018,10.66666667,1.666666667,6.333333333,0.666666667,19.33333333,1,931,466.6666667,452,1482.333333,911,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,889.8002032,521.2548541,472.2208884,1468.533909,931.315697,-41.1997968,54.58818743,20.22088835,-13.79942456,20.31569703
2018_13_21130002,13_21130002,North Twin Lake East,13,21130002,08/14/18,August,2018,105.6666667,0,27,0,132.6666667,0,449,217.6666667,338,1411.666667,944.3333333,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,449.1893849,235.2764033,309.2439477,1420.558903,935.8168638,0.189384887,17.60973666,-28.75605228,8.89223682,-8.516469536
2018_13_21130001,13,North Twin Lake West,13,21130001,08/14/18,August,2018,99,0,20.33333333,0,119.3333333,0.666666667,269,133,231,984.3333333,670,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,276.0541443,140.4774463,200.5392015,995.0124742,658.5886659,7.05414429,7.477446266,-30.46079849,10.6791409,-11.41133411
2018_13_21500001,13_21500001,Rock Creek,13,21500001,08/14/18,August,2018,58.66666667,30.33333333,28.33333333,0,117.3333333,1,733,441.6666667,334.3333333,1204,855.3333333,Underestimate,Underestimate,Overestimate,Overestimate,Underestimate,730.9717481,440.1102744,336.9328286,1237.703105,805.1265763,-2.028251925,-1.556392313,2.59949527,33.70310517,-50.206757
2018_14_21350001,14_21350001,Beed’s Lake,14,21350001,08/22/18,August,2018,1,1,3.666666667,0,5.666666667,0.666666667,583.6666667,395,268.3333333,404.6666667,254,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,601.8979017,370.8450805,259.3834517,410.7743366,245.0078325,18.23123503,-24.15491947,-8.949881643,6.107669919,-8.992167512
2018_14_21810002,14_21810002,Black Hawk,14,21810002,08/22/18,August,2018,33,8.666666667,34,5,80.66666667,0,1380,814.6666667,669,1617,969,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,1369.25754,828.9012703,674.2703503,1613.403414,974.2950236,-10.74245975,14.23460359,5.270350265,-3.596586049,5.295023598
2018_14_21940001,14_21940001,Brushy Creek,14,21940001,08/22/18,August,2018,46,3.333333333,5.333333333,3.666666667,58.33333333,0,337.6666667,153.6666667,238.6666667,1276.333333,805.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,323.5702561,172.3664488,245.5922927,1271.592886,812.2825514,-14.09641061,18.69978212,6.925626036,-4.740447285,6.949218059
2018_14_21170001,14_21170001,Clear Lake,14,21170001,08/22/18,August,2018,41,0.666666667,5.333333333,5.333333333,52.33333333,0,391,196.6666667,309.6666667,1525,946.3333333,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,384.2695932,205.5836966,312.9690612,1522.746066,949.6504872,-6.730406786,8.917029901,3.302394497,-2.253934037,3.317153851
2018_14_21810001,14_21810001,Denison,14,21810001,08/22/18,August,2018,47,5,45,24.33333333,121.3333333,0,864,540.6666667,502,1191.333333,639,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,868.4240473,534.8056731,499.8266473,1192.816232,636.8167821,4.424047294,-5.860993593,-2.173352685,1.482898294,-2.183217918
2018_14_21420001,14_21420001,Lower Pine Lake,14,21420001,08/22/18,August,2018,45,0.666666667,14.66666667,3,63.33333333,0,413.3333333,245.3333333,279,1109.666667,716,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,422.3038274,233.4484012,274.5957093,1112.672037,711.5741878,8.9704941,-11.88493215,-4.404290677,3.00537022,-4.425812167
2018_14_21170002,14_21170002,McIntosh Woods,14,21170002,08/22/18,August,2018,40.33333333,0,3,8.333333333,51.66666667,0,273.3333333,139.6666667,263,1213,728,Underestimate,Overestimate,Underestimate,Overestimate,Underestimate,271.6640737,148.2572157,253.5832669,1215.594269,725.8148343,-1.669259665,8.590549081,-9.416733129,2.594268814,-2.18516569
2018_14_21130002,14_21130002,North Twin Lake East,14,21130002,08/22/18,August,2018,187,0,18.66666667,0,205.6666667,1,217.3333333,104.3333333,231,1188.333333,844,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,229.1950648,103.4588942,199.4824598,1212.780151,811.989688,11.86173143,-0.874439165,-31.51754017,24.44681759,-32.01031195
2018_14_21130001,14,North Twin Lake West,14,21130001,08/22/18,August,2018,136.3333333,0,19,0,155.3333333,1,190,94.33333333,183.6666667,882.6666667,612.6666667,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,198.9084414,94.85777006,159.0688191,894.8348364,597.9536468,8.908441364,0.524436722,-24.59784757,12.16816977,-14.71301985
2018_14_21500001,14_21500001,Rock Creek,14,21500001,08/22/18,August,2018,57.33333333,9.333333333,36.33333333,0,103,0,958,594.3333333,502.3333333,1503.333333,1165,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,972.3664073,565.2167261,499.0909453,1589.824392,1036.267641,14.36640732,-29.11660724,-3.242388036,86.49105848,-128.7323589
2018_15_21350001,15_21350001,Beed’s Lake,15,21350001,08/29/18,August,2018,2,0,5,2,9,2,565.3333333,418,340.3333333,551.6666667,299,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,600.6139032,371.5877559,322.4818135,563.6494551,281.4433854,35.28056985,-46.41224415,-17.85151984,11.98278845,-17.55661455
2018_15_21810002,15_21810002,Black Hawk,15,21810002,08/29/18,August,2018,30,5,22.66666667,8.333333333,66,0,1000.333333,598.3333333,544.6666667,1462.333333,840.6666667,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,995.7152525,604.4525194,546.9312561,1460.787283,842.9419757,-4.618080809,6.119186058,2.264589392,-1.546050307,2.275309035
2018_15_21940001,15_21940001,Brushy Creek,15,21940001,08/29/18,August,2018,5.666666667,0.333333333,3,3.666666667,12.66666667,0,577.6666667,348.3333333,375.3333333,1066,546.6666667,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,571.8803885,356.0000761,378.1724384,1064.061976,549.5193569,-5.786278168,7.666742758,2.839105094,-1.938024112,2.852690261
2018_15_21170001,15_21170001,Clear Lake,15,21170001,08/29/18,August,2018,37,1,8.666666667,3,49.66666667,0,445.3333333,230.3333333,303,1353.333333,856.6666667,Underestimate,Overestimate,Overestimate,Underestimate,Overestimate,438.6877805,239.1389712,306.260931,1351.107959,859.9420135,-6.645552821,8.805637906,3.260930965,-2.225374564,3.275346881
2018_15_21810001,15_21810001,Denison,15,21810001,08/29/18,August,2018,37.33333333,7,37,11,92.33333333,0,1013.333333,636,543.3333333,1287.333333,745.6666667,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,1023.041814,623.137245,538.5657188,1290.586621,740.876602,9.708480861,-12.86275495,-4.76761449,3.253287681,-4.790064693
2018_15_21420001,15_21420001,Lower Pine Lake,15,21420001,08/29/18,August,2018,45.66666667,2.666666667,10.33333333,10,68.66666667,0,431.6666667,253,310.6666667,1234.666667,738,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,433.5801642,250.4646415,309.7266015,1235.307841,737.0546759,1.913497579,-2.535358455,-0.940065193,0.641174221,-0.945324096
2018_15_21170002,15_21170002,McIntosh Woods,15,21170002,08/29/18,August,2018,27.33333333,0,5.333333333,4.333333333,37,0,310.3333333,157.6666667,238.6666667,1036,633.3333333,Underestimate,Overestimate,Underestimate,Underestimate,Overestimate,304.7857678,167.752101,237.0003053,1035.493963,634.7784614,-5.547565574,10.08543437,-1.666361351,-0.50603745,1.445128101
2018_15_21130002,15_21130002,North Twin Lake East,15,21130002,08/29/18,August,2018,208,0,23,0,231,1,258,118.3333333,260,1324.666667,938.3333333,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,267.1774957,122.6235645,226.9438176,1350.961792,904.0429464,9.177495659,4.290231144,-33.05618238,26.29512522,-34.29038694
2018_15_21130001,15,North Twin Lake West,15,21130001,08/29/18,August,2018,172.6666667,0,24,0,196.6666667,1,286,128,263,1282.333333,894.3333333,Overestimate,Overestimate,Underestimate,Overestimate,Underestimate,290.7011631,138.8205281,231.956351,1301.951653,869.9498782,4.701163117,10.82052815,-31.04364904,19.61831923,-24.3834551
2018_15_21500001,15_21500001,Rock Creek,15,21500001,08/29/18,August,2018,82.33333333,0,40.33333333,0,122.6666667,0,643.6666667,385.6666667,381.6666667,1326,905.3333333,Overestimate,Underestimate,Underestimate,Overestimate,Underestimate,656.5913724,367.1510181,375.8472466,1341.608552,882.1600413,12.92470569,-18.51564854,-5.819420061,15.60855179,-23.173292
